Variable,Value
x#1#1#23#4#2#2,0.0
x#1#1#23#4#3#1,0.0
x#1#1#23#4#3#2,0.0
x#1#1#23#4#3#3,0.0
x#1#1#23#4#3#4,0.0
x#1#1#23#4#3#5,0.0
x#1#1#24#3#1#1,0.0
x#1#1#24#3#1#2,0.0
x#1#1#24#3#1#3,0.0
x#1#1#24#3#2#1,0.0
x#1#1#24#3#2#2,0.0
x#1#1#24#3#3#1,0.0
x#1#1#24#3#3#2,0.0
x#1#1#24#3#3#3,0.0
x#1#1#24#3#3#4,0.0
x#1#1#24#3#3#5,0.0
x#1#1#24#4#1#1,0.0
x#1#1#24#4#1#2,0.0
x#1#1#24#4#1#3,0.0
x#1#1#24#4#2#1,0.0
x#1#1#24#4#2#2,0.0
x#1#1#24#4#3#1,0.0
x#1#1#24#4#3#2,0.0
x#1#1#24#4#3#3,0.0
x#1#1#24#4#3#4,0.0
x#1#1#24#4#3#5,0.0
x#1#1#25#3#1#1,0.0
x#1#1#25#3#1#2,0.0
x#1#1#25#3#1#3,0.0
x#1#1#25#3#2#1,0.0
x#1#1#25#3#2#2,0.0
x#1#1#25#3#3#1,0.0
x#1#1#25#3#3#2,0.0
x#1#1#25#3#3#3,0.0
x#1#1#25#3#3#4,0.0
x#1#1#25#3#3#5,0.0
x#1#1#25#4#1#1,0.0
x#1#1#25#4#1#2,0.0
x#1#1#25#4#1#3,0.0
x#1#1#25#4#2#1,0.0
x#1#1#25#4#2#2,0.0
x#1#1#25#4#3#1,0.0
x#1#1#25#4#3#2,0.0
x#1#1#25#4#3#3,0.0
x#1#1#25#4#3#4,0.0
x#1#1#25#4#3#5,0.0
x#1#1#26#3#1#1,0.0
x#1#1#26#3#1#2,0.0
x#1#1#26#3#1#3,0.0
x#1#1#26#3#2#1,0.0
x#1#1#26#3#2#2,0.0
x#1#1#26#3#3#1,0.0
x#1#1#26#3#3#2,0.0
x#1#1#26#3#3#3,0.0
x#1#1#26#3#3#4,0.0
x#1#1#26#3#3#5,0.0
x#1#1#26#4#1#1,0.0
x#1#1#26#4#1#2,0.0
x#1#1#26#4#1#3,0.0
x#1#1#26#4#2#1,0.0
x#1#1#26#4#2#2,0.0
x#1#1#26#4#3#1,0.0
x#1#1#26#4#3#2,0.0
x#1#1#26#4#3#3,0.0
x#1#1#26#4#3#4,0.0
x#1#1#26#4#3#5,0.0
x#1#1#27#3#1#1,0.0
x#1#1#27#3#1#2,0.0
x#1#1#27#3#1#3,0.0
x#1#1#27#3#2#1,0.0
x#1#1#27#3#2#2,0.0
x#1#1#27#3#3#1,0.0
x#1#1#27#3#3#2,0.0
x#1#1#27#3#3#3,0.0
x#1#1#27#3#3#4,0.0
x#1#1#27#3#3#5,0.0
x#1#1#27#4#1#1,0.0
x#1#1#27#4#1#2,0.0
x#1#1#27#4#1#3,0.0
x#1#1#27#4#2#1,0.0
x#1#1#27#4#2#2,0.0
x#1#1#27#4#3#1,0.0
x#1#1#27#4#3#2,0.0
x#1#1#27#4#3#3,0.0
x#1#1#27#4#3#4,0.0
x#1#1#27#4#3#5,0.0
x#1#1#28#3#1#1,0.0
x#1#1#28#3#1#2,0.0
x#1#1#28#3#1#3,0.0
x#1#1#28#3#2#1,0.0
x#1#1#28#3#2#2,0.0
x#1#1#28#3#3#1,0.0
x#1#1#28#3#3#2,0.0
x#1#1#28#3#3#3,0.0
x#1#1#28#3#3#4,0.0
x#1#1#28#3#3#5,0.0
x#1#1#28#4#1#1,0.0
x#1#1#28#4#1#2,0.0
x#1#1#28#4#1#3,0.0
x#1#1#28#4#2#1,0.0
x#1#1#28#4#2#2,0.0
x#1#1#28#4#3#1,0.0
x#1#1#28#4#3#2,0.0
x#1#1#28#4#3#3,0.0
x#1#1#28#4#3#4,0.0
x#1#1#28#4#3#5,0.0
x#1#1#29#3#1#1,0.0
x#1#1#29#3#1#2,0.0
x#1#1#29#3#1#3,0.0
x#1#1#29#3#2#1,0.0
x#1#1#29#3#2#2,0.0
x#1#1#29#3#3#1,0.0
x#1#1#29#3#3#2,0.0
x#1#1#29#3#3#3,0.0
x#1#1#29#3#3#4,0.0
x#1#1#29#3#3#5,0.0
x#1#1#29#4#1#1,0.0
